Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
rohingya kok seolaholah dijadikan alat politik oleh prabowo,1,0,1,0,0,0,0,0,1,1,0,0
assalamualaikum bu risma tolong warga sya di jalan kalimas udik 1c dpan rumah jl kalimas udik 1b1 minta bantuan dari bu risma warga sya rumahnya roboh kshan bu risma warga sya gak punya tempat tinggal rumahnya roboh,0,0,0,0,0,0,0,0,0,0,0,0
user user kntl mas2 smule,0,1,0,0,0,0,0,0,0,0,0,0
ahok si penghina al quran dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar httpstcobtkcetnk0g,1,1,1,0,1,0,0,0,0,1,0,0
user alhamdulillah gub gagal amp bobrok sdh diganti gubernur muslim yg jauh lebih baik insyaalloh 2019gantipresiden jangan pernah lelah berjuang niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim,1,1,1,0,0,0,0,0,1,1,0,0
fahri hamzah tugas presiden adalah berkata benar tidak menipu dan realisasikan janjinya,0,0,0,0,0,0,0,0,0,0,0,0
user user user lo bilang otak gue belatung bersarang ahhh ehhh banci bukannya itu isi otak dan hati lo isinya belatung bangke karena kebencian akut lo xf0x9fxa4xaexf0x9fxa4xaexf0x9fxa4xaexf0x9fxa4xae,1,1,1,0,0,0,0,1,0,1,0,0
rt user salah satu ciri orang munafik bila berjanji dia dusta kayak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
user emang p3 masih punya penumpang ya 2019gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0
user jablay sama fwb beda setauku jablay sekali pakainfwb bisa kapanpun dimanapun and not all about sex thing duh,0,0,0,0,0,0,0,0,0,0,0,0
rt user dari dulu user amp user sering langgar aturan uu lu pade mingkem kek bangkennbegitu user amp userxe2x80xa6,1,1,0,1,0,0,0,0,1,0,1,0
ulang lagi reformasi 98 jilid 2 user turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
user user rezim baru xf0x9fx98x82 rumor2 deal,0,0,0,0,0,0,0,0,0,0,0,0
sa7952 akuntansi intermediate smi,0,0,0,0,0,0,0,0,0,0,0,0
user user salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret xf0x9fx98x85,1,1,0,1,0,0,0,0,1,0,1,0
rt user user user ini makhluk tuhan paling nyinyir,1,0,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user yang ga setuju pasti pendukung anti rejim skrg ndan yang lo sebutin itu yg lo lakuin,1,0,0,1,0,0,0,0,1,0,1,0
user user user user user user user user user user user pks paguyuban kampret sarap xf0x9fxa4xa3xf0x9fxa4xa3xf0x9fx98xa2,1,1,0,1,0,0,0,0,1,0,1,0
user percaya mah sm tuhan jgn sm gue tar dikata musyrik wkwk,0,0,0,0,0,0,0,0,0,0,0,0
user user kebanyakan minum air kencing onta atau air minum dari suling tinja makanya otaknya error stress,1,1,1,0,0,0,0,0,1,1,0,0
user kesian yg ada tu sarapan bkn sarap tauu,0,0,0,0,0,0,0,0,0,0,0,0
kalau guna bahasa cina pon letak la sekali kandungan teks dalam bahasa melayu bawah dia njangan bagi tahu aku google translate kan ada translate la sendiri,0,0,0,0,0,0,0,0,0,0,0,0
kata para pki biadab agama itu candu masyarakat xf0x9fx98xaa tapi kalau agama itu digunakan untuk melawan feodalisme amp kapitalisme baru agama itu benar hei bajingan begitu rendahkah kalian menganggap orang yg beragama ingin menjadikan kami ala,1,1,0,1,1,1,0,0,0,0,1,0
user user mampus mtvlafanexol mtvlakpopexo mtvladancekokobop user,1,1,0,1,0,0,0,0,1,0,1,0
rt user pengantin baru kesakitan saat ngentotnnurl,0,1,0,0,0,0,0,0,0,0,0,0
cara paling rasional dan realistis dalam menilai kepemimpinan presiden jokowi adalah sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya jika cukup banyak maka sangat layak,0,0,0,0,0,0,0,0,0,0,0,0
dah adzan subuh ni sholat yuk nyg kristen sate yuk,0,0,0,0,0,0,0,0,0,0,0,0
rt user pak smp ne bapak dulu skr dipukili oleh joko kristanto,1,0,1,0,0,0,0,0,1,1,0,0
matanajwadebatjakarta topeng anda hari ini fix terbuka user anda sama dgn yg mendukung anda bau busuk,1,1,1,0,0,0,0,0,1,1,0,0
user sebenarnya lewat semua agama bisa banyak jalan disana hindu dengan yoga nya hening islam dg jalan tarekatnya,0,0,0,0,0,0,0,0,0,0,0,0
user potong gaji dan fasilitas dpr aja yg 500an orang itu,0,0,0,0,0,0,0,0,0,0,0,0
user wkwkkwkw ditutupin sama taplak meja juga ay biar gak ketauanxf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0
kan sekarang dia ikut autis ketawa2 sendiri bacain mentionan tweet2,0,0,0,0,0,0,0,0,0,0,0,0
mau konsisten marah ga bisa akutu dikasih video burung onta kepleset udah bahagia lg idupku,0,0,0,0,0,0,0,0,0,0,0,0
user kalau sudah masuk lingkaran mlm sulit lepas upline jadi komisaris downline yg rugi keahlian cebong hanya 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden pl,1,1,0,1,0,0,0,0,1,0,1,0
user user bocah pake baju item bangsad sekali tanpa ada rasa bersalahxf0x9fx98xb6,1,1,1,0,0,0,0,0,1,1,0,0
rt user tapi twit begini asik lo kita jadi tau yang mana akunakun propenista agama akunakun buzzer yang kerjanya menghujat,1,0,0,1,0,0,0,0,1,0,1,0
warbiasak presiden user,0,0,0,0,0,0,0,0,0,0,0,0
ramai yg mencerca sokongan user terhadap hak asasi golongan lgbt sekurangkurangnya beliau konsisten memperjuangkan hak asasi terbaru beliau telah bersuara mempertahankan 11 tahanan muslim uighur yang diancam untuk dihantar pulang ke negara komunis,0,0,0,0,0,0,0,0,0,0,0,0
user kenapa peta indonesia di tempatkan di posisi yg bs terbelah karena mrklah kaum pemecah belah persatuan dan keharmonisan yg selama terjalin 2019gantipresiden yg bisa mempersatukan semua bkn yg merangkul sebelah tangan memukul dgn,1,0,0,1,0,0,0,0,1,0,1,0
user user pemandangan yg gak asing lagi napa lagi yg jualan,0,0,0,0,0,0,0,0,0,0,0,0
rt user kelihatan bodohnya wkwkwkwkkkk yg nulis ada prabowo digambar goreng isu g30spki,1,0,1,0,0,0,0,0,1,1,0,0
user edan ini quote berbobot bwangeeeeeeuuut,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user itu bencong hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok lahir lah si onta bencong akun abal2 ngeooaahahahaaaaa xf0x9fxa4xa3xf0x9fxa4xa3xf0x9fx92xa6xf,1,1,1,0,0,0,0,1,0,1,0,0
retweet user program jokowi bagibagi sertifikat mengangkat ekonomi rakyat rakyat juga merasa lebih tenang kok dengan adanya sertifikatanahjkw,0,0,0,0,0,0,0,0,0,0,0,0
user dan alhamdulillah presiden kita byak kasih contoh k kami bagaimana bekerja keras tanpa kenal lelah n tanpa byak mengeluh sll optimis membangun negerilove u presidenku,0,0,0,0,0,0,0,0,0,0,0,0
kintamani adlh anjing ras indonesia yg diakui perkin tapi blm diakui fxc3xa9dxc3xa9ration cynologique internationale fci sbg anjing ras dunia,0,0,0,0,0,0,0,0,0,0,0,0
djarot tidak ada potong atas,0,0,0,0,0,0,0,0,0,0,0,0
udik itu gue kl abis minum soda langsung sakit tenggorokan xf0x9fx98x85 dikira sih kemarin karna paketan minumnya soda kan ya meski lemon katanya langsung kayak pilek dan sakit tenggorokan dr bangun tidur xf0x9fx98x81 minum es es esan jg gt terutama yg gulanya campuran sensitif xf0x9fx98xa5,0,1,0,0,0,0,0,0,0,0,0,0
user cuma pinter bacot ya lawan nya bu sri xf0x9fx98x81,1,1,1,0,0,0,0,0,1,1,0,0
kami bangsa indonesia suku batak toba dan kami akan melestarikan budaya kami batak toba cerita anak rumahbelajarsianjurmulamula,0,0,0,0,0,0,0,0,0,0,0,0
3 dilihat dari jadwalmu padat sekali ya bagaimana caramu mengatur waktu user kuchat,0,0,0,0,0,0,0,0,0,0,0,0
user siapa yg jablay,0,1,0,0,0,0,0,0,0,0,0,0
user haha boca agama lucu baru bangkit dr abad pertama barangkali goblok fuck,1,1,1,0,0,0,0,0,1,1,0,0
rusiakroasia indonesiarusia sewajarnya hindari salah paham negara2 anti komunis sprt as peduli kemanusiaan harus tidak cm rusia tapi smua tanpa kaitkan agama kemerosotan moral sebabkan keserakahan memicu perang orang yg tdk hentikannya tdk pantas,0,0,0,0,0,0,0,0,0,0,0,0
user user itu tak sepenuhnya betul soal jilbab dan baju koko setahu saya yang kristenkatolikhindubudhakonghucu tak diwajibkan pakai jilbab perihal baju kokomodelnya putih memang khas baju takwa kalo di sekolah kami dibedakan pad,0,0,0,0,0,0,0,0,0,0,0,0
ketua dpr dorong inspirasi kreatif pemerintah sesuai budaya pancasila,0,0,0,0,0,0,0,0,0,0,0,0
user sama aku jugaa aku malah gak seberapa sih adekku yang lebih sipit wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
user user cebong mah di otakny ngeres mulu hny seputaran coli,1,1,0,1,0,0,0,0,1,0,1,0
ktz909 bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism,0,0,0,0,0,0,0,0,0,0,0,0
kami mencalonkan bapak user sebagai presiden ri di 2019 dan kami siap bekerja di akar rumput untuk memenangkan bapak user sebagai presiden ri di 2019,0,0,0,0,0,0,0,0,0,0,0,0
user hati 2n1 yang minta anak itu diproses hukum secara tidak langsung membela jkw memang itu tujuannya mencari empati 2 ini video kedua penghina presiden 3 pribumi memang warga kelas dua 4 penyebar videonya sedang diburu polisi 5 dsb,0,0,0,0,0,0,0,0,0,0,0,0
ada truk pasir terbalik tol jorr pasar minggu ke kp rambutan macet,0,0,0,0,0,0,0,0,0,0,0,0
setelah nonton disobedience aku jadi penasaran kenapa wanita yahudi orthodox pada pake wig,0,0,0,0,0,0,0,0,0,0,0,0
warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
user kl komunis sdh tdk laku dimana2 isu ini cuma jualan antek orba saja dan para pendukung penerapan negara islamkhilafah,1,0,0,1,1,0,0,0,0,0,1,0
prabowo wajar bicara rohinya karna dia kan bukan presiden jadi seenaknya saja dong,1,0,1,0,0,0,0,0,1,1,0,0
org yg kayak tai itu adalah ketika dia yg membuat kesalahan tetapi org lain yg hrus minta maaf,0,1,0,0,0,0,0,0,0,0,0,0
nyadar idup belum bener ngurusin orang lain bahaha sampah abis,0,1,0,0,0,0,0,0,0,0,0,0
presiden pada peringatan harlah ke58 pmii di gedung sabuga bandung selasa 174 minta semua calon pemimpin untuk memiliki optimisme tahan uji tahan uji tahan banting amp slalu tawakal berserah diri kepada allah dengan tetap berusaha dan berikht,0,0,0,0,0,0,0,0,0,0,0,0
fakta veve dulu punya anjing namanya juno dan bruno tapi sekarang karena udah besar jadi anjingnya dipindahin ke rumah kakeknya,0,0,0,0,0,0,0,0,0,0,0,0
diduga masalah ekonomi seorang guru sd nekat gantung diri kbrn semarang,0,0,0,0,0,0,0,0,0,0,0,0
user user user menemukan jalan yg benar diorganisasi yg diharamkan seperti babi dan dilarang seperti pki nxf0x9fx98x81,0,0,0,0,0,0,0,0,0,0,0,0
bu silvi anti pns level rendah katanya debatfinalpilkadajkt,1,0,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user user user doa 2019gantipresiden selalu kusebut moga terkabul sudah banyak daerah yg diserbu tka aseng gawattt,1,0,1,0,0,0,0,0,1,1,0,0
rt user man teman kita perlu berterima kasih pada toilet sehingga tidak perlu mengubur tai kita seperti kucing,0,0,0,0,0,0,0,0,0,0,0,0
tipikal bani 212 bin onta kampret cepat memuji org yg dihormati cepat juga mencaci nya kembali salam tgb ngoahaha bubarkanpks,1,1,0,1,1,0,0,0,0,0,0,1
user user user user harus begitu kita itu harus strictdeh pokoknya kl menyangkut kebijakan politik dalam negeri amp luar negeri yg menyangkut sama pihak asing kita jgn haram meniru negara komunis dlm melindungi keut,0,0,0,0,0,0,0,0,0,0,0,0
integrasi agama dan budaya sebagai pondasi peradaban bangsa,0,0,0,0,0,0,0,0,0,0,0,0
user kakak kampungan cuyih,1,1,1,0,0,0,0,0,1,1,0,0
catatannngerakan reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh amien rais dkk adalah produk yg diinisiasi distimulir dirancang oleh csis elit katolik konglo tionghoa dan antek2nyannreformasi adalah tunggangan merekanreformasi,0,0,0,0,0,0,0,0,0,0,0,0
2019gantipresiden scra konstitusional itu hak setiap rakyat woii gini nih kalo klo planga plongo tp kelakuan otoriter,1,1,1,0,0,0,0,0,1,1,0,0
jadi ingat dialog neo dgn oracle di the matrix noracle apa yang diinginkan seorang penguasanneo hening noracle kekuasaan yang lebih besar,0,0,0,0,0,0,0,0,0,0,0,0
nowpepatahpetitih bersama sucipto hadi purnomo dosen budaya jawa di jurusan sastra jawa unnes tema aja gumunan aja getunan aja kagetan aja aleman,0,0,0,0,0,0,0,0,0,0,0,0
user iya aman karena mayoritas rakyatnya yaitu umat islam yg hatinya sering bapak sakiti sukses mengendalikan diri sukses menjaga emosinya untuk kepentingan persatuan bangsa lah bapak sendiri sebagai presiden malah memelihara cebong yg ke,1,0,1,0,0,0,0,0,1,1,0,0
qaumi ekjayati conference jamiat ul ulama e hind ki public meeting se barrister asad uddin owaisi,0,0,0,0,0,0,0,0,0,0,0,0
penghina iriana jokowi langsung ditangkap penghina wapres jk masih aman ada apa url,1,0,1,0,0,0,0,0,1,1,0,0
user dendennnista banget hidup lonudah fitnah abu jibriel gak minta maaf sekarang bikin fitnah baru lagindan followermu menyedihkan banget tingkat kecerdasannyanmain setuja setuju ae mbek congormunbosok su,1,1,1,0,0,0,0,0,1,1,0,0
selain di surabaya bom juga meledak di rusunawa wonocolo sidoarjo para petinggi polisi di jawa timur menduga kuat ini ada kaitannya dengan kejadian yg ada di surabaya dengan memakan korban sebanyak 5 orang 3 orng meninggal dunia termasu pelaku anton,0,0,0,0,0,0,0,0,0,0,0,0
user emangnya lo siapa sontoloyo si pengecut,1,1,1,0,0,0,0,0,1,1,0,0
user org kaya gitu emg maunya bayinya dibunuh aja polisi moral keparat,1,1,0,1,0,0,0,0,1,0,1,0
kalo di catatan harian menantu sinting lakban laki banget sementara itu lakban menurut definisi df user xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 url,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia ngobrol dengan presiden turki,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user apa beda nya sama bani kampret kayak anda bro mudah di provokasi xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81xf0x9fx98x86,1,1,0,1,0,0,0,0,1,0,1,0
user brisik lu bacot,1,1,1,0,0,0,0,0,1,1,0,0
user wah brengsek nih ketauan yg punya bisa mampus aku,0,1,0,0,0,0,0,0,0,0,0,0
kita akan belajar giat dengan penuh dedikasi tapi bukan hanya untuk lulus ujian 3 idiot tweetdsap,0,0,0,0,0,0,0,0,0,0,0,0
kata opung tenaga kerja asal china semua punya skill khusus sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah tapi nyatanya tka asal china itu juga banyak unskilled labour nya jadi 10 juta lapangan pekerjaan baru itu sebenar,0,0,0,0,0,0,0,0,0,0,0,0
beli barang pengiriman dr cina biasanya paket transit cinindo cuma 3 hari napa ini semingguxf0x9fx98xa2,0,0,0,0,0,0,0,0,0,0,0,0
user user iihcebong cebonggagal paham kali kauga salah kalau udah kena virus cebongjadi dunguhahahaha ga bisa trima kenyataan yahkasihan deh lo,1,1,0,1,0,0,0,0,1,0,1,0
user user user coba aja pak user punya sifat keras seperti endorgan sedikit saja mungkin mereka yang nuduh pki itu udah masuk lapas kali ya salut sama bapak presiden kita user sabarnya tingkat dewa maju terus pak 2019tetapjokow,0,0,0,0,0,0,0,0,0,0,0,0
user klo jaman dki yg dimainkan isu cina kapir sekarang yg cina kapir justru dari keluarga si ono silit eh sulit lah,1,1,0,1,0,1,0,0,0,0,1,0
kata orang nyasar itu rugi banget tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu,0,0,0,0,0,0,0,0,0,0,0,0
terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua,0,1,0,0,0,0,0,0,0,0,0,0
user user berani bubarkan kpk akan berhadapan dengan rakyat kau anjing,1,1,1,0,0,0,0,0,1,1,0,0
woohoo lumayan juga ternyata wifi di rumah nih npenolong saat kuota habis sebekum waktunya kampret nih tri xf0x9fx98xaa url,1,1,0,1,0,0,0,0,1,0,1,0
buat apa nyerang pemerintah jokowi yg bentar lagi berhenti berkuasalengserkan di pemilihan presiden mendatang,1,0,1,0,0,0,0,0,1,0,0,1
rt user user truss lantas jokowi yg kamu tuduh melakukannya kalau benar itu tuduhannmusungguh akal dan akhlak mu sebagaxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0
user ya lu bacot bngst,1,1,1,0,0,0,0,0,1,1,0,0
antropologi fisik 1 paleo anthropology 2 somatologi antropologi budaya 1 arkeologi 2 etnolinguistik 3 etnologi 4 antropologi sosial,0,0,0,0,0,0,0,0,0,0,0,0
user user bodo amat akun capek,0,1,0,0,0,0,0,0,0,0,0,0
hestek tandingan dr persibtakutmaindijakarta nggak nyambung dg fakta yg beredar nvikinganjingnperssibnperslibnligaindonesiabandungnbotolkosong nyaring bunyinya macam congor mereka xf0x9fx98x82xf0x9fx98x82xf0x9fx98x9dxf0x9fx98x,1,1,0,1,0,0,0,0,1,0,1,0
pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha online single submissionoss 18 april 2018 di istana kepresidenan bogor jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
user xe2xa0x80nxe2xa0x80xe2xa0x80xe2xa0x80xe2xa0x80 xe3x80x8c saya saya yang dulu bisu kini sudah bisa bagi cuapcuap xe3x80x8d,0,0,0,0,0,0,0,0,0,0,0,0
user hanya membaca dn tai aja,0,1,0,0,0,0,0,0,0,0,0,0
ombudsman ri setiap hari ada dua pesawat antar tka tiongkok ke indonesia,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user hihihicebong rasa kampret tu gue kira cuma ada dlm dongengnrupanyaxf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
insyaallah bulan depan akan kita coba mulai tanggal 24 mei nanti akan kita lihat apakah ada halhal yang perlu diperbaiki airport kertajati bisa menampung kurang lebih 56 juta penumpang merupakan airport terbesar setelah soekarnohatta ujar presiden,0,0,0,0,0,0,0,0,0,0,0,0
meski tak berambisi jokowi siap nyapres jika didukung ulama,0,0,0,0,0,0,0,0,0,0,0,0
seksyen 2 mega utusan malaysia 11april lebihdaripadapolitik beli utusanmalaysia atau langgan islam muslim alquran keluarga wanita kesihatan hiburan artis budaya sains teknologi alamsekitar alumni kampus universiti wira tentera polis,0,0,0,0,0,0,0,0,0,0,0,0
user saya tiba2 langsung stroke wekekkeke ini mah cuma orang picek aja yg gak tau,1,1,1,0,0,0,1,0,0,1,0,0
lihatlah rakyat amp nkri ini mending mundur aja pak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
15 terimakasih selamat jalan ila jiwari robbihimul ala jalla wa alaa ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia bahaya bahaya dawuh beliau dawuh2 yg kadang memberi kita pelajaran sangat berharga lahul fatihah,0,0,0,0,0,0,0,0,0,0,0,0
user kemaren beli babi namanya fadil,0,1,0,0,0,0,0,0,0,0,0,0
user dapet lah stiap perbuatan kita baikburuk pst dapet balasan yg stimpal kalo di hindu balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang,0,0,0,0,0,0,0,0,0,0,0,0
user eluomong apa culun,1,1,1,0,0,0,0,0,1,1,0,0
user mampus,1,1,1,0,0,0,0,0,1,1,0,0
rt user ngentot yukkk,0,1,0,0,0,0,0,0,0,0,0,0
tka china sdh berani melecehkan bendera merah putih apakah kita akan diam saja semakin tka china banyak yg datang semakin mrk arogan krn merasa kuat apalagi didukung oleh rezim penguasa dg kemudahan tka china masuk ke nkri mau dijaj,1,0,0,1,0,1,0,0,0,0,1,0
ketika ulama dan umara bersatu nu online,0,0,0,0,0,0,0,0,0,0,0,0
pidex yg suka bash penipu lelang acc masih hidup yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps v mending lu jilat telapak kaki gue aja dex,0,1,0,0,0,0,0,0,0,0,0,0
rt user user badminton putri indonesia kok kalah sama jepang n cina mereka bermain lepas tidak gampang menyerah komunis seenaknya di sini,1,0,0,1,0,1,0,0,0,0,1,0
user user sejak lo dm pake capslock terus bilang gua cocot wkwk,0,1,0,0,0,0,0,0,0,0,0,0
mau cerita laki2 emang brengsek ya dasar cupu,1,1,0,1,0,0,0,0,1,0,1,0
jika mengaku saya pancasila dan saya indonesia maka taatilah uu di indonesiannsesuai keppres no 62000 dan sk menag nomor ma122006 agama yg diakui di nkri islam kristen protestan katolik hindu buddha dan kong hu cunndiluar itu agamanya,0,0,0,0,0,0,0,0,0,0,0,0
user user itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh untuk rakyatnya ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah bukan kritik tapi nyela coba dpr tugasnya apa 3 t,0,0,0,0,0,0,0,0,0,0,0,0
user user kalau saja beliau ini projo pasti dapat gelar kristen nusantaraxf0x9fx98x80,0,0,0,0,0,0,0,0,0,0,0,0
pt20langgarkonstitusi rezim otoriter ini gk habishabis tabraktubruk uu kali ini undangundang dasar pun mau dijebolmk waktunya lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
user user itu kerjaan cornelis tionghoa yg stress gila,1,1,0,1,0,1,1,0,0,0,1,0
user modal cebong cuma copas bukti kapasitas otak minimalisxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,1,0,0,0,0,0,1,1,0,0
user user user makasih aku memang unik ga kaya armeries udik,1,1,1,0,0,0,0,0,1,1,0,0
pekerja seni komersial kalo ngomong memang cuma copas isi kepalanya ya cuma eksis sama kontrak baru capee xf0x9fx99x84xf0x9fx99x84 psk url,0,0,0,0,0,0,0,0,0,0,0,0
lengserkan jokowi user rejim anti subsidi adalah rejim anti kerakyatan user user,1,0,1,0,0,0,0,0,1,0,0,1
user nyamber juga dongnnkulit leher kering kurang vit ccupangnnkulit bokong kering kurang vit cceboknnhidup kurang bahagia kurang vit ccewekcowok,0,1,0,0,0,0,0,0,0,0,0,0
user user boleh tanya deny ini muslim atau kristen ya,0,0,0,0,0,0,0,0,0,0,0,0
babi haram babu halal hanya ulah muhammad bejad mencatut nama tuhan,1,1,0,1,1,0,0,0,0,0,1,0
rt user calon partai gurem yang kurang garem url,1,0,0,1,0,0,0,0,1,0,1,0
4 apa saja tulisan yang telah dibuat user kuchat,0,0,0,0,0,0,0,0,0,0,0,0
eh kunyuk url,0,0,0,0,0,0,0,0,0,0,0,0
user rezim penguasa yg jd korban pers rezim sby,1,0,1,0,0,0,0,0,1,1,0,0
user sepegetahuan gua ya soekarno itu sebagian pernikahan itu untuk politik untuk indonesia juga lagi pula bagi gua gak aneh seorang presiden hebat kayak beliau disukain banyak cwe,0,0,0,0,0,0,0,0,0,0,0,0
user selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
rt user jadi setiap lewat tengah malam jiwa sama raga nya ririn itu terpisah jiwa nya ada di tempat gelap sempit dan sepi sexe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0
user kebalik opp eunbi ga rela disamain sma bom,0,0,0,0,0,0,0,0,0,0,0,0
kalo ingat kata ini lucu hhhaa gt yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat oalah oalah,0,0,0,0,0,0,0,0,0,0,0,0
merantaulah kau akan dapatkan pengganti dari kerabat dan kawan imam syafii,0,0,0,0,0,0,0,0,0,0,0,0
lipstick di sapu tangan boranndan diriku dalam hati mampus malu luh makan tuh cipokan,1,1,1,0,0,0,0,1,0,1,0,0
h imam munandar gubernur riau periode 19801985 dan 19851990 memperoleh gelar datuk sri,0,0,0,0,0,0,0,0,0,0,0,0
rt user user jawab ajannkak lo org nya asikntp sayang omongannya kaya org goblokjd bikin ilfeelnmaaf yangausah kebanyakan ngxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
user user makin sarap nih si jul bntr lagi sirosis dia,1,1,1,0,0,0,0,0,1,1,0,0
user body bagus enakngentot lobang pantatmu say,0,1,0,0,0,0,0,0,0,0,0,0
user habis baca ini aku takut karena aku merasa insecure attachment both ambivient dan disorganized ada dalam diri aku jadi aku cacat ya aku harus gimana untuk memperbaiki itu ka phoerange bagaimana ka user menghadapi itu semua,0,0,0,0,0,0,0,0,0,0,0,0
sebagai negara maju ternyata segini gaji presiden as dan pegawai pemerintahannya,0,0,0,0,0,0,0,0,0,0,0,0
1 oktober hari kesaktian pancasila tapi pancasila sekarang diversikan ke arah komunis rezim diktator yg anti islam,1,0,0,1,1,1,0,0,0,0,1,0
faktafreeport pemerintahan soeharto yang menggantikan rezim soekarno pun menerima freeport dengan tangan terbuka ayoindonesia indonesiakuasaifreeport freeport,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan yg gentle dong nggak apa2 juga kaum cebong,1,1,1,0,0,0,1,0,0,1,0,0
kerjaan suharto dan sby pastik korupsi tangkap lahh url,1,0,1,0,0,0,0,0,1,1,0,0
user user tokohperubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dlm berbagai bidang ekonomi budaya kesehatan dsb serta mengajak masyarakat bersinergi untuk lebih ber,0,0,0,0,0,0,0,0,0,0,0,0
user islam nusantara itu terbukti gagal merubah yahudi israel untuk menjadi rahmah,0,0,0,0,0,0,0,0,0,0,0,0
rt user user user user user user setujuuuu banget jokowi mundur uda bosen ngeliatnye,1,0,1,0,0,0,0,0,1,1,0,0
user onta ya beginilah kaga punya otak kaga bisa mikirpicik,1,1,1,0,0,0,0,0,1,1,0,0
matanajwadebatjakarta lucu banget jawaban ahok gak nyambung ditanya apa di jawab apa kena skak mat d pertanyaan isu agama tdi dasar cina tolol hahaha,1,1,1,0,0,1,0,0,0,1,0,0
user isnus baru netes dari telor kodok sejak si said agil jd kolektor cebong bangndan dia cm idup dr sari2 comberan yg hasil buangan makanya dia sll koar2 ttg isnus xf0x9fx98x82xf0x9fx98x82,1,1,0,1,1,0,0,0,0,0,1,0
user ko malah jadi ngebagus2in negara yg katanya kapir tat jangan2 ustad mo hijrah k thailand ya,1,1,1,0,1,0,0,0,0,1,0,0
jadi kitab suci itu fiksi bukan kalo dulu org bisa jelas jawab bukan ato fiksi dgn tanpa ragu jaman skr menjawab itu membuka kelompok mana sisi politik agama dan keberpihakan,0,0,0,0,0,0,0,0,0,0,0,0
mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamumereka itu sejatinya perampas hak pribumi stoptkachina 2019gantipresiden,1,0,0,1,0,1,0,0,0,0,1,0
ayo gelorakan 2019gantipresiden insya allah kesejahteraan merata komunis lenyap,1,0,0,1,0,1,0,0,0,0,1,0
user semoga pak jokowi dan para ulama selalu sehat aamiin,0,0,0,0,0,0,0,0,0,0,0,0
